;date;label;keywords
493;2001-05-30 00:00:00;educación;[sistema educativo, educación, comunidad educativa, formación profesional, fracaso escolar, educación infantil, política educativa, becas, reforma educativa, abandono escolar temprano, conferencia sectorial, formación, calidad, educación pública, alumnos, enseñanza, administraciones educativas, centros, abandono escolar, resultados]
494;2001-05-30 00:00:00;educación;[sistema educativo, educación, comunidad educativa, formación profesional, fracaso escolar, educación infantil, política educativa, becas, reforma educativa, abandono escolar temprano, conferencia sectorial, formación, calidad, educación pública, alumnos, enseñanza, administraciones educativas, centros, abandono escolar, resultados]
495;2001-05-30 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
496;2001-05-30 00:00:00;educación;[sistema educativo, educación, comunidad educativa, formación profesional, fracaso escolar, educación infantil, política educativa, becas, reforma educativa, abandono escolar temprano, conferencia sectorial, formación, calidad, educación pública, alumnos, enseñanza, administraciones educativas, centros, abandono escolar, resultados]
497;2001-05-30 00:00:00;cultura;[cultura, deporte, lengua, patrimonio, cultural, lenguas cooficiales, cine, lengua oficial, política cultural, patrimonio histórico, educación, patrimonio cultural, lenguas, cine español, lengua catalana, lenguas oficiales, lengua castellana, ciento cultural, industrias culturales, instituto cervantes]
498;2001-05-30 00:00:00;servicios públicos e infraestructuras;[alta velocidad, línea, ave, red, tren, red convencional, madrid, fomento, tramo, red ferroviaria, eje atlántico, corredor, barcelona, transporte, trenes, frontera francesa, ancho uic, conexión, transporte ferroviario, redes transeuropeas]
499;2001-05-30 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
500;2001-05-30 00:00:00;social;[igualdad, servicios sociales, gasto social, política social, pobreza infantil, pobreza, políticas sociales, mujeres, personas dependientes, inclusión social, exclusión social, protección social, personas mayores, autonomía personal, familias, social, brecha salarial, seguridad social, vida familiar, atención]
501;2001-05-30 00:00:00;tecnologia e investigación;[investigación, i d i, i d, ciencia, investigación científica, recursos humanos, desarrollo tecnológico, tecnología, investigadores, plan nacional, innovación, organismos públicos, política científica, personal investigador, comunidad científica, desarrollo, proyectos, recursos, sistema español, investigaciones científicas]
502;2001-05-30 00:00:00;internacional;[asuntos exteriores, política exterior, derechos humanos, cooperación, oriente medio, intereses españoles, comunidad internacional, diplomacia española, posición común, secretario general, posición, exteriores, intereses, cumbre iberoamericana, españoles, américa latina, visita, presidencia, cooperación internacional, asuntos generales]
503;2001-05-30 00:00:00;social;[igualdad, servicios sociales, gasto social, política social, pobreza infantil, pobreza, políticas sociales, mujeres, personas dependientes, inclusión social, exclusión social, protección social, personas mayores, autonomía personal, familias, social, brecha salarial, seguridad social, vida familiar, atención]
504;2001-05-30 00:00:00;internacional;[asuntos exteriores, política exterior, derechos humanos, cooperación, oriente medio, intereses españoles, comunidad internacional, diplomacia española, posición común, secretario general, posición, exteriores, intereses, cumbre iberoamericana, españoles, américa latina, visita, presidencia, cooperación internacional, asuntos generales]
505;2001-05-30 00:00:00;fuerzas armadas;[fuerzas armadas, defensa, militares, defensa nacional, seguridad, misión, fuerzas armadas españolas, tropas, militar, ejército, s, accidente, apoyo, guardia civil, españoles, fuerzas, buque, operaciones, siglo xix, unidad]
506;2001-05-30 00:00:00;empleo;[reforma laboral, negociación colectiva, mercado laboral, diálogo social, agentes sociales, seguridad social, flexibilidad interna, contrato, despido, contratos indefinidos, relaciones laborales, contratación indefinida, huelga general, contratos, crecimiento económico, contrato indefinido, gobiernos socialistas, datos, paro, trabajadores]
507;2001-05-30 00:00:00;terrorismo;[país vasco, vasco, concierto económico, eta, tribunal constitucional, nacionalista vasco, política antiterrorista, sociedad vasca, política penitenciaria, instituciones penitenciarias, país, parlamento vasco, comunidad autónoma vasca, ciudadanos vascos, competencias, organización terrorista, partidos políticos, político, plan ibarretxe, banda terrorista eta]
508;2001-05-30 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
509;2001-05-30 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
510;2001-05-30 00:00:00;internacional;[asuntos exteriores, política exterior, derechos humanos, cooperación, oriente medio, intereses españoles, comunidad internacional, diplomacia española, posición común, secretario general, posición, exteriores, intereses, cumbre iberoamericana, españoles, américa latina, visita, presidencia, cooperación internacional, asuntos generales]
511;2001-05-30 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
512;2001-05-30 00:00:00;social;[igualdad, servicios sociales, gasto social, política social, pobreza infantil, pobreza, políticas sociales, mujeres, personas dependientes, inclusión social, exclusión social, protección social, personas mayores, autonomía personal, familias, social, brecha salarial, seguridad social, vida familiar, atención]
513;2001-05-30 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
514;2001-05-30 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
515;2001-06-13 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
516;2001-06-13 00:00:00;internacional;[asuntos exteriores, política exterior, derechos humanos, cooperación, oriente medio, intereses españoles, comunidad internacional, diplomacia española, posición común, secretario general, posición, exteriores, intereses, cumbre iberoamericana, españoles, américa latina, visita, presidencia, cooperación internacional, asuntos generales]
517;2001-06-13 00:00:00;justicia;[fiscal general, fiscal, fiscalía general, estatuto orgánico, fiscalía, fiscalía anticorrupción, consejo fiscal, justicia, tribunal supremo, política antiterrorista, política criminal, fiscales, responsabilidad política, juana chaos, audiencia nacional, pacto antiterrorista, consejo general, servicio público, comparte, proceso]
518;2001-06-13 00:00:00;justicia;[fiscal general, fiscal, fiscalía general, estatuto orgánico, fiscalía, fiscalía anticorrupción, consejo fiscal, justicia, tribunal supremo, política antiterrorista, política criminal, fiscales, responsabilidad política, juana chaos, audiencia nacional, pacto antiterrorista, consejo general, servicio público, comparte, proceso]
519;2001-06-13 00:00:00;servicios públicos e infraestructuras;[alta velocidad, línea, ave, red, tren, red convencional, madrid, fomento, tramo, red ferroviaria, eje atlántico, corredor, barcelona, transporte, trenes, frontera francesa, ancho uic, conexión, transporte ferroviario, redes transeuropeas]
520;2001-06-13 00:00:00;cultura;[cultura, deporte, lengua, patrimonio, cultural, lenguas cooficiales, cine, lengua oficial, política cultural, patrimonio histórico, educación, patrimonio cultural, lenguas, cine español, lengua catalana, lenguas oficiales, lengua castellana, ciento cultural, industrias culturales, instituto cervantes]
521;2001-06-13 00:00:00;corrupción;[agencia tributaria, fraude fiscal, amnistía fiscal, fraude, hacienda pública, agencia, reforma fiscal, reforma tributaria, hacienda, ley general tributaria, paraísos fiscales, administración tributaria, personas físicas, política fiscal, recaudación tributaria, administraciones públicas, sistema tributario, obligaciones tributarias, rentas medias, lucha]
522;2001-06-13 00:00:00;educación;[sistema educativo, educación, comunidad educativa, formación profesional, fracaso escolar, educación infantil, política educativa, becas, reforma educativa, abandono escolar temprano, conferencia sectorial, formación, calidad, educación pública, alumnos, enseñanza, administraciones educativas, centros, abandono escolar, resultados]
523;2001-06-13 00:00:00;educación;[sistema educativo, educación, comunidad educativa, formación profesional, fracaso escolar, educación infantil, política educativa, becas, reforma educativa, abandono escolar temprano, conferencia sectorial, formación, calidad, educación pública, alumnos, enseñanza, administraciones educativas, centros, abandono escolar, resultados]
524;2001-06-13 00:00:00;servicios públicos e infraestructuras;[alta velocidad, línea, ave, red, tren, red convencional, madrid, fomento, tramo, red ferroviaria, eje atlántico, corredor, barcelona, transporte, trenes, frontera francesa, ancho uic, conexión, transporte ferroviario, redes transeuropeas]
525;2001-06-13 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
526;2001-06-13 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
527;2001-06-13 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
528;2001-06-13 00:00:00;justicia;[fiscal general, fiscal, fiscalía general, estatuto orgánico, fiscalía, fiscalía anticorrupción, consejo fiscal, justicia, tribunal supremo, política antiterrorista, política criminal, fiscales, responsabilidad política, juana chaos, audiencia nacional, pacto antiterrorista, consejo general, servicio público, comparte, proceso]
529;2001-06-13 00:00:00;servicios públicos e infraestructuras;[alta velocidad, línea, ave, red, tren, red convencional, madrid, fomento, tramo, red ferroviaria, eje atlántico, corredor, barcelona, transporte, trenes, frontera francesa, ancho uic, conexión, transporte ferroviario, redes transeuropeas]
530;2001-06-13 00:00:00;internacional;[asuntos exteriores, política exterior, derechos humanos, cooperación, oriente medio, intereses españoles, comunidad internacional, diplomacia española, posición común, secretario general, posición, exteriores, intereses, cumbre iberoamericana, españoles, américa latina, visita, presidencia, cooperación internacional, asuntos generales]
531;2001-06-13 00:00:00;servicios públicos e infraestructuras;[alta velocidad, línea, ave, red, tren, red convencional, madrid, fomento, tramo, red ferroviaria, eje atlántico, corredor, barcelona, transporte, trenes, frontera francesa, ancho uic, conexión, transporte ferroviario, redes transeuropeas]
532;2001-06-13 00:00:00;fuerzas armadas;[fuerzas armadas, defensa, militares, defensa nacional, seguridad, misión, fuerzas armadas españolas, tropas, militar, ejército, s, accidente, apoyo, guardia civil, españoles, fuerzas, buque, operaciones, siglo xix, unidad]
533;2001-06-13 00:00:00;medio ambiente;[energías renovables, seguridad nuclear, energía, central nuclear, eficiencia energética, política energética, energía nuclear, centrales nucleares, renovables, déficit tarifario, cambio climático, mix energético, sistema eléctrico, energético, materia energética, energía eléctrica, seguridad, ahorro energético, medio ambiente, santa maría]
534;2001-06-13 00:00:00;medio ambiente;[energías renovables, seguridad nuclear, energía, central nuclear, eficiencia energética, política energética, energía nuclear, centrales nucleares, renovables, déficit tarifario, cambio climático, mix energético, sistema eléctrico, energético, materia energética, energía eléctrica, seguridad, ahorro energético, medio ambiente, santa maría]
535;2001-06-13 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
536;2001-06-13 00:00:00;justicia;[fiscal general, fiscal, fiscalía general, estatuto orgánico, fiscalía, fiscalía anticorrupción, consejo fiscal, justicia, tribunal supremo, política antiterrorista, política criminal, fiscales, responsabilidad política, juana chaos, audiencia nacional, pacto antiterrorista, consejo general, servicio público, comparte, proceso]
537;2001-06-13 00:00:00;corrupción;[agencia tributaria, fraude fiscal, amnistía fiscal, fraude, hacienda pública, agencia, reforma fiscal, reforma tributaria, hacienda, ley general tributaria, paraísos fiscales, administración tributaria, personas físicas, política fiscal, recaudación tributaria, administraciones públicas, sistema tributario, obligaciones tributarias, rentas medias, lucha]
538;2001-06-13 00:00:00;medio ambiente;[energías renovables, seguridad nuclear, energía, central nuclear, eficiencia energética, política energética, energía nuclear, centrales nucleares, renovables, déficit tarifario, cambio climático, mix energético, sistema eléctrico, energético, materia energética, energía eléctrica, seguridad, ahorro energético, medio ambiente, santa maría]
539;2001-06-13 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
540;2001-06-20 00:00:00;corrupción;[agencia tributaria, fraude fiscal, amnistía fiscal, fraude, hacienda pública, agencia, reforma fiscal, reforma tributaria, hacienda, ley general tributaria, paraísos fiscales, administración tributaria, personas físicas, política fiscal, recaudación tributaria, administraciones públicas, sistema tributario, obligaciones tributarias, rentas medias, lucha]
541;2001-06-20 00:00:00;fuerzas armadas;[fuerzas armadas, defensa, militares, defensa nacional, seguridad, misión, fuerzas armadas españolas, tropas, militar, ejército, s, accidente, apoyo, guardia civil, españoles, fuerzas, buque, operaciones, siglo xix, unidad]
542;2001-06-20 00:00:00;inseguridad ciudadana;[seguridad ciudadana, policía, seguridad, guardia civil, inseguridad ciudadana, policía nacional, cuerpo nacional, policía judicial, interior, seguridad pública, policías, guardias civiles, efectivos policiales, juicios rápidos, delincuencia, infracciones penales, datos, incremento, derechos fundamentales, código penal]
543;2001-06-20 00:00:00;tecnologia e investigación;[investigación, i d i, i d, ciencia, investigación científica, recursos humanos, desarrollo tecnológico, tecnología, investigadores, plan nacional, innovación, organismos públicos, política científica, personal investigador, comunidad científica, desarrollo, proyectos, recursos, sistema español, investigaciones científicas]
544;2001-06-20 00:00:00;justicia;[fiscal general, fiscal, fiscalía general, estatuto orgánico, fiscalía, fiscalía anticorrupción, consejo fiscal, justicia, tribunal supremo, política antiterrorista, política criminal, fiscales, responsabilidad política, juana chaos, audiencia nacional, pacto antiterrorista, consejo general, servicio público, comparte, proceso]
545;2001-06-20 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
546;2001-06-20 00:00:00;fuerzas armadas;[fuerzas armadas, defensa, militares, defensa nacional, seguridad, misión, fuerzas armadas españolas, tropas, militar, ejército, s, accidente, apoyo, guardia civil, españoles, fuerzas, buque, operaciones, siglo xix, unidad]
547;2001-06-20 00:00:00;internacional;[asuntos exteriores, política exterior, derechos humanos, cooperación, oriente medio, intereses españoles, comunidad internacional, diplomacia española, posición común, secretario general, posición, exteriores, intereses, cumbre iberoamericana, españoles, américa latina, visita, presidencia, cooperación internacional, asuntos generales]
548;2001-06-20 00:00:00;fuerzas armadas;[fuerzas armadas, defensa, militares, defensa nacional, seguridad, misión, fuerzas armadas españolas, tropas, militar, ejército, s, accidente, apoyo, guardia civil, españoles, fuerzas, buque, operaciones, siglo xix, unidad]
549;2001-06-20 00:00:00;justicia;[fiscal general, fiscal, fiscalía general, estatuto orgánico, fiscalía, fiscalía anticorrupción, consejo fiscal, justicia, tribunal supremo, política antiterrorista, política criminal, fiscales, responsabilidad política, juana chaos, audiencia nacional, pacto antiterrorista, consejo general, servicio público, comparte, proceso]
550;2001-06-20 00:00:00;terrorismo;[país vasco, vasco, concierto económico, eta, tribunal constitucional, nacionalista vasco, política antiterrorista, sociedad vasca, política penitenciaria, instituciones penitenciarias, país, parlamento vasco, comunidad autónoma vasca, ciudadanos vascos, competencias, organización terrorista, partidos políticos, político, plan ibarretxe, banda terrorista eta]
551;2001-06-20 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
552;2001-06-20 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
553;2001-06-20 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
554;2001-06-20 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
555;2001-06-20 00:00:00;terrorismo;[país vasco, vasco, concierto económico, eta, tribunal constitucional, nacionalista vasco, política antiterrorista, sociedad vasca, política penitenciaria, instituciones penitenciarias, país, parlamento vasco, comunidad autónoma vasca, ciudadanos vascos, competencias, organización terrorista, partidos políticos, político, plan ibarretxe, banda terrorista eta]
556;2001-06-20 00:00:00;tecnologia e investigación;[investigación, i d i, i d, ciencia, investigación científica, recursos humanos, desarrollo tecnológico, tecnología, investigadores, plan nacional, innovación, organismos públicos, política científica, personal investigador, comunidad científica, desarrollo, proyectos, recursos, sistema español, investigaciones científicas]
557;2001-06-20 00:00:00;cultura;[cultura, deporte, lengua, patrimonio, cultural, lenguas cooficiales, cine, lengua oficial, política cultural, patrimonio histórico, educación, patrimonio cultural, lenguas, cine español, lengua catalana, lenguas oficiales, lengua castellana, ciento cultural, industrias culturales, instituto cervantes]
558;2001-06-20 00:00:00;servicios públicos e infraestructuras;[alta velocidad, línea, ave, red, tren, red convencional, madrid, fomento, tramo, red ferroviaria, eje atlántico, corredor, barcelona, transporte, trenes, frontera francesa, ancho uic, conexión, transporte ferroviario, redes transeuropeas]
559;2001-06-20 00:00:00;servicios públicos e infraestructuras;[alta velocidad, línea, ave, red, tren, red convencional, madrid, fomento, tramo, red ferroviaria, eje atlántico, corredor, barcelona, transporte, trenes, frontera francesa, ancho uic, conexión, transporte ferroviario, redes transeuropeas]
560;2001-06-20 00:00:00;servicios públicos e infraestructuras;[alta velocidad, línea, ave, red, tren, red convencional, madrid, fomento, tramo, red ferroviaria, eje atlántico, corredor, barcelona, transporte, trenes, frontera francesa, ancho uic, conexión, transporte ferroviario, redes transeuropeas]
561;2001-06-20 00:00:00;medio ambiente;[energías renovables, seguridad nuclear, energía, central nuclear, eficiencia energética, política energética, energía nuclear, centrales nucleares, renovables, déficit tarifario, cambio climático, mix energético, sistema eléctrico, energético, materia energética, energía eléctrica, seguridad, ahorro energético, medio ambiente, santa maría]
562;2001-06-20 00:00:00;medio ambiente;[energías renovables, seguridad nuclear, energía, central nuclear, eficiencia energética, política energética, energía nuclear, centrales nucleares, renovables, déficit tarifario, cambio climático, mix energético, sistema eléctrico, energético, materia energética, energía eléctrica, seguridad, ahorro energético, medio ambiente, santa maría]
563;2001-06-20 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
564;2001-06-20 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
565;2001-06-20 00:00:00;vivienda;[vivienda, vivienda protegida, viviendas, viviendas protegidas, protección oficial, suelo, vivienda libre, precio, alquiler, suelo público, metros cuadrados, familias españolas, vivienda digna, sociedad pública, familias, acceso, jóvenes, conferencia sectorial, código técnico, ayudas]
566;2001-06-20 00:00:00;empleo;[reforma laboral, negociación colectiva, mercado laboral, diálogo social, agentes sociales, seguridad social, flexibilidad interna, contrato, despido, contratos indefinidos, relaciones laborales, contratación indefinida, huelga general, contratos, crecimiento económico, contrato indefinido, gobiernos socialistas, datos, paro, trabajadores]
567;2001-06-20 00:00:00;salud;[sistema nacional, sanidad, sanidad pública, consejo interterritorial, sistema sanitario, asistencia sanitaria, profesionales sanitarios, salud, gasto farmacéutico, atención primaria, profesionales, atención sanitaria, servicios sanitarios, ley general, medicamentos, consumo, copago, atención, política farmacéutica, copago sanitario]
568;2001-09-12 00:00:00;servicios públicos e infraestructuras;[alta velocidad, línea, ave, red, tren, red convencional, madrid, fomento, tramo, red ferroviaria, eje atlántico, corredor, barcelona, transporte, trenes, frontera francesa, ancho uic, conexión, transporte ferroviario, redes transeuropeas]
569;2001-09-12 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
570;2001-09-12 00:00:00;servicios públicos e infraestructuras;[alta velocidad, línea, ave, red, tren, red convencional, madrid, fomento, tramo, red ferroviaria, eje atlántico, corredor, barcelona, transporte, trenes, frontera francesa, ancho uic, conexión, transporte ferroviario, redes transeuropeas]
571;2001-09-12 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
572;2001-09-12 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
573;2001-09-12 00:00:00;ideología;[guerra civil, memoria histórica, guerra, archivo, comisión técnica, memoria, documentos, vasco, reconocimiento, documentación, nacionalista vasco, nacionalidad española, administración general, víctimas, instituciones, comisión mixta, derechos, democracia, cortes generales, generalitat]
574;2001-09-12 00:00:00;salud;[sistema nacional, sanidad, sanidad pública, consejo interterritorial, sistema sanitario, asistencia sanitaria, profesionales sanitarios, salud, gasto farmacéutico, atención primaria, profesionales, atención sanitaria, servicios sanitarios, ley general, medicamentos, consumo, copago, atención, política farmacéutica, copago sanitario]
575;2001-09-12 00:00:00;inseguridad ciudadana;[seguridad ciudadana, policía, seguridad, guardia civil, inseguridad ciudadana, policía nacional, cuerpo nacional, policía judicial, interior, seguridad pública, policías, guardias civiles, efectivos policiales, juicios rápidos, delincuencia, infracciones penales, datos, incremento, derechos fundamentales, código penal]
576;2001-09-12 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
577;2001-09-12 00:00:00;medio ambiente;[energías renovables, seguridad nuclear, energía, central nuclear, eficiencia energética, política energética, energía nuclear, centrales nucleares, renovables, déficit tarifario, cambio climático, mix energético, sistema eléctrico, energético, materia energética, energía eléctrica, seguridad, ahorro energético, medio ambiente, santa maría]
578;2001-09-12 00:00:00;servicios públicos e infraestructuras;[alta velocidad, línea, ave, red, tren, red convencional, madrid, fomento, tramo, red ferroviaria, eje atlántico, corredor, barcelona, transporte, trenes, frontera francesa, ancho uic, conexión, transporte ferroviario, redes transeuropeas]
579;2001-09-12 00:00:00;servicios públicos e infraestructuras;[alta velocidad, línea, ave, red, tren, red convencional, madrid, fomento, tramo, red ferroviaria, eje atlántico, corredor, barcelona, transporte, trenes, frontera francesa, ancho uic, conexión, transporte ferroviario, redes transeuropeas]
580;2001-09-12 00:00:00;medio ambiente;[energías renovables, seguridad nuclear, energía, central nuclear, eficiencia energética, política energética, energía nuclear, centrales nucleares, renovables, déficit tarifario, cambio climático, mix energético, sistema eléctrico, energético, materia energética, energía eléctrica, seguridad, ahorro energético, medio ambiente, santa maría]
581;2001-09-12 00:00:00;tecnologia e investigación;[investigación, i d i, i d, ciencia, investigación científica, recursos humanos, desarrollo tecnológico, tecnología, investigadores, plan nacional, innovación, organismos públicos, política científica, personal investigador, comunidad científica, desarrollo, proyectos, recursos, sistema español, investigaciones científicas]
582;2001-09-12 00:00:00;cultura;[cultura, deporte, lengua, patrimonio, cultural, lenguas cooficiales, cine, lengua oficial, política cultural, patrimonio histórico, educación, patrimonio cultural, lenguas, cine español, lengua catalana, lenguas oficiales, lengua castellana, ciento cultural, industrias culturales, instituto cervantes]
583;2001-09-12 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
584;2001-09-12 00:00:00;justicia;[fiscal general, fiscal, fiscalía general, estatuto orgánico, fiscalía, fiscalía anticorrupción, consejo fiscal, justicia, tribunal supremo, política antiterrorista, política criminal, fiscales, responsabilidad política, juana chaos, audiencia nacional, pacto antiterrorista, consejo general, servicio público, comparte, proceso]
585;2001-09-12 00:00:00;internacional;[asuntos exteriores, política exterior, derechos humanos, cooperación, oriente medio, intereses españoles, comunidad internacional, diplomacia española, posición común, secretario general, posición, exteriores, intereses, cumbre iberoamericana, españoles, américa latina, visita, presidencia, cooperación internacional, asuntos generales]
586;2001-09-12 00:00:00;servicios públicos e infraestructuras;[alta velocidad, línea, ave, red, tren, red convencional, madrid, fomento, tramo, red ferroviaria, eje atlántico, corredor, barcelona, transporte, trenes, frontera francesa, ancho uic, conexión, transporte ferroviario, redes transeuropeas]
587;2001-09-12 00:00:00;economía;[empresas, empresas españolas, medianas empresas, empresa, política industrial, economía española, industria, industrial, mediana empresa, economía, i d i, pequeñas empresas, autónomos, actividad, pequeñas, crisis económica, trabajadores autónomos, actividad económica, industria española, tejido industrial]
588;2001-09-12 00:00:00;corrupción;[agencia tributaria, fraude fiscal, amnistía fiscal, fraude, hacienda pública, agencia, reforma fiscal, reforma tributaria, hacienda, ley general tributaria, paraísos fiscales, administración tributaria, personas físicas, política fiscal, recaudación tributaria, administraciones públicas, sistema tributario, obligaciones tributarias, rentas medias, lucha]
589;2001-09-12 00:00:00;justicia;[fiscal general, fiscal, fiscalía general, estatuto orgánico, fiscalía, fiscalía anticorrupción, consejo fiscal, justicia, tribunal supremo, política antiterrorista, política criminal, fiscales, responsabilidad política, juana chaos, audiencia nacional, pacto antiterrorista, consejo general, servicio público, comparte, proceso]
590;2001-09-19 00:00:00;fuerzas armadas;[fuerzas armadas, defensa, militares, defensa nacional, seguridad, misión, fuerzas armadas españolas, tropas, militar, ejército, s, accidente, apoyo, guardia civil, españoles, fuerzas, buque, operaciones, siglo xix, unidad]
591;2001-09-19 00:00:00;fuerzas armadas;[fuerzas armadas, defensa, militares, defensa nacional, seguridad, misión, fuerzas armadas españolas, tropas, militar, ejército, s, accidente, apoyo, guardia civil, españoles, fuerzas, buque, operaciones, siglo xix, unidad]
592;2001-09-19 00:00:00;terrorismo;[país vasco, vasco, concierto económico, eta, tribunal constitucional, nacionalista vasco, política antiterrorista, sociedad vasca, política penitenciaria, instituciones penitenciarias, país, parlamento vasco, comunidad autónoma vasca, ciudadanos vascos, competencias, organización terrorista, partidos políticos, político, plan ibarretxe, banda terrorista eta]
